date,route,vessel_class,period,price
2024-02-09,Russia-Paradip,Panamax,1Y,22.59
2024-02-09,Russia-Paradip,Capesize,1M,26.57
2024-02-09,Russia-Paradip,Capesize,3M,27.13
2024-02-09,Russia-Paradip,Capesize,6M,27.78
2024-02-09,Russia-Paradip,Capesize,1Y,27.61
2024-02-09,Russia-Vizag,Panamax,1M,23.28
2024-02-09,Russia-Vizag,Panamax,3M,24.16
2024-02-09,Russia-Vizag,Panamax,6M,24.39
2024-02-09,Russia-Vizag,Panamax,1Y,24.49
2024-02-09,Russia-Vizag,Capesize,1M,19.58
2024-02-09,Russia-Vizag,Capesize,3M,19.84
2024-02-09,Russia-Vizag,Capesize,6M,19.56
2024-02-09,Russia-Vizag,Capesize,1Y,20.29
2024-02-09,Russia-Dhamra,Panamax,1M,21.58
2024-02-09,Russia-Dhamra,Panamax,3M,21.7
2024-02-09,Russia-Dhamra,Panamax,6M,21.85
2024-02-09,Russia-Dhamra,Panamax,1Y,22.41
2024-02-09,Russia-Dhamra,Capesize,1M,20.87
2024-02-09,Russia-Dhamra,Capesize,3M,21.34
2024-02-09,Russia-Dhamra,Capesize,6M,21.88
2024-02-09,Russia-Dhamra,Capesize,1Y,22.52
2024-02-09,Russia-Gangavaram,Panamax,1M,24.37
2024-02-09,Russia-Gangavaram,Panamax,3M,24.94
2024-02-09,Russia-Gangavaram,Panamax,6M,24.73
2024-02-09,Russia-Gangavaram,Panamax,1Y,25.26
2024-02-09,Russia-Gangavaram,Capesize,1M,22.32
2024-02-09,Russia-Gangavaram,Capesize,3M,22.8
2024-02-09,Russia-Gangavaram,Capesize,6M,22.25
2024-02-09,Russia-Gangavaram,Capesize,1Y,22.97
2024-02-09,Russia-Gopalpur,Panamax,1M,26.13
2024-02-09,Russia-Gopalpur,Panamax,3M,26.08
2024-02-09,Russia-Gopalpur,Panamax,6M,26.86
2024-02-09,Russia-Gopalpur,Panamax,1Y,26.07
2024-02-09,Russia-Gopalpur,Capesize,1M,21.83
2024-02-09,Russia-Gopalpur,Capesize,3M,21.3
2024-02-09,Russia-Gopalpur,Capesize,6M,21.8
2024-02-09,Russia-Gopalpur,Capesize,1Y,22.6
2024-02-09,Russia-Haldia,Panamax,1M,22.54
2024-02-09,Russia-Haldia,Panamax,3M,22.86
2024-02-09,Russia-Haldia,Panamax,6M,23.16
2024-02-09,Russia-Haldia,Panamax,1Y,22.87
2024-02-09,Russia-Haldia,Capesize,1M,22.62
2024-02-09,Russia-Haldia,Capesize,3M,22.13
2024-02-09,Russia-Haldia,Capesize,6M,21.78
2024-02-09,Russia-Haldia,Capesize,1Y,22.75
2024-02-09,Mozambique-Paradip,Panamax,1M,19.95
2024-02-09,Mozambique-Paradip,Panamax,3M,19.87
2024-02-09,Mozambique-Paradip,Panamax,6M,20.45
2024-02-09,Mozambique-Paradip,Panamax,1Y,21.64
2024-02-09,Mozambique-Paradip,Capesize,1M,20.65
2024-02-09,Mozambique-Paradip,Capesize,3M,19.8
2024-02-09,Mozambique-Paradip,Capesize,6M,20.87
2024-02-09,Mozambique-Paradip,Capesize,1Y,21.15
2024-02-09,Mozambique-Vizag,Panamax,1M,23.42
2024-02-09,Mozambique-Vizag,Panamax,3M,24.39
2024-02-09,Mozambique-Vizag,Panamax,6M,23.63
2024-02-09,Mozambique-Vizag,Panamax,1Y,24.58
2024-02-09,Mozambique-Vizag,Capesize,1M,21.67
2024-02-09,Mozambique-Vizag,Capesize,3M,21.37
2024-02-09,Mozambique-Vizag,Capesize,6M,21.6
2024-02-09,Mozambique-Vizag,Capesize,1Y,22.4
2024-02-09,Mozambique-Dhamra,Panamax,1M,21.79
2024-02-09,Mozambique-Dhamra,Panamax,3M,22.16
2024-02-09,Mozambique-Dhamra,Panamax,6M,22.56
2024-02-09,Mozambique-Dhamra,Panamax,1Y,22.95
2024-02-09,Mozambique-Dhamra,Capesize,1M,21.27
2024-02-09,Mozambique-Dhamra,Capesize,3M,20.59
2024-02-09,Mozambique-Dhamra,Capesize,6M,21.36
2024-02-09,Mozambique-Dhamra,Capesize,1Y,22.04
2024-02-09,Mozambique-Gangavaram,Panamax,1M,17.75
2024-02-09,Mozambique-Gangavaram,Panamax,3M,18.33
2024-02-09,Mozambique-Gangavaram,Panamax,6M,18.87
2024-02-09,Mozambique-Gangavaram,Panamax,1Y,18.53
2024-02-09,Mozambique-Gangavaram,Capesize,1M,18.91
2024-02-09,Mozambique-Gangavaram,Capesize,3M,19.8
2024-02-09,Mozambique-Gangavaram,Capesize,6M,19.64
2024-02-09,Mozambique-Gangavaram,Capesize,1Y,20.04
2024-02-09,Mozambique-Gopalpur,Panamax,1M,21.51
2024-02-09,Mozambique-Gopalpur,Panamax,3M,21.31
2024-02-09,Mozambique-Gopalpur,Panamax,6M,21.97
2024-02-09,Mozambique-Gopalpur,Panamax,1Y,21.94
2024-02-09,Mozambique-Gopalpur,Capesize,1M,23.69
2024-02-09,Mozambique-Gopalpur,Capesize,3M,24.12
2024-02-09,Mozambique-Gopalpur,Capesize,6M,24.45
2024-02-09,Mozambique-Gopalpur,Capesize,1Y,24.93
2024-02-09,Mozambique-Haldia,Panamax,1M,20.68
2024-02-09,Mozambique-Haldia,Panamax,3M,20.98
2024-02-09,Mozambique-Haldia,Panamax,6M,21.39
2024-02-09,Mozambique-Haldia,Panamax,1Y,20.98
2024-02-09,Mozambique-Haldia,Capesize,1M,21.35
2024-02-09,Mozambique-Haldia,Capesize,3M,21.45
2024-02-09,Mozambique-Haldia,Capesize,6M,21.94
2024-02-09,Mozambique-Haldia,Capesize,1Y,21.49
2024-02-09,USA-Paradip,Panamax,1M,32.82
2024-02-09,USA-Paradip,Panamax,3M,32.0
2024-02-09,USA-Paradip,Panamax,6M,33.27
2024-02-09,USA-Paradip,Panamax,1Y,33.96
2024-02-09,USA-Paradip,Capesize,1M,33.18
2024-02-09,USA-Paradip,Capesize,3M,33.55
2024-02-09,USA-Paradip,Capesize,6M,33.86
2024-02-09,USA-Paradip,Capesize,1Y,34.31
2024-02-09,USA-Vizag,Panamax,1M,31.74
2024-02-09,USA-Vizag,Panamax,3M,32.05
2024-02-09,USA-Vizag,Panamax,6M,32.42
2024-02-09,USA-Vizag,Panamax,1Y,32.5
2024-02-09,USA-Vizag,Capesize,1M,33.22
2024-02-09,USA-Vizag,Capesize,3M,33.5
2024-02-09,USA-Vizag,Capesize,6M,34.97
2024-02-09,USA-Vizag,Capesize,1Y,34.24
2024-02-09,USA-Dhamra,Panamax,1M,30.85
2024-02-09,USA-Dhamra,Panamax,3M,32.0
2024-02-09,USA-Dhamra,Panamax,6M,31.79
2024-02-09,USA-Dhamra,Panamax,1Y,31.91
2024-02-09,USA-Dhamra,Capesize,1M,30.59
2024-02-09,USA-Dhamra,Capesize,3M,31.87
2024-02-09,USA-Dhamra,Capesize,6M,31.71
2024-02-09,USA-Dhamra,Capesize,1Y,32.49
2024-02-09,USA-Gangavaram,Panamax,1M,35.63
2024-02-09,USA-Gangavaram,Panamax,3M,35.54
2024-02-09,USA-Gangavaram,Panamax,6M,36.13
2024-02-09,USA-Gangavaram,Panamax,1Y,37.26
2024-02-09,USA-Gangavaram,Capesize,1M,32.5
2024-02-09,USA-Gangavaram,Capesize,3M,32.35
2024-02-09,USA-Gangavaram,Capesize,6M,32.85
2024-02-09,USA-Gangavaram,Capesize,1Y,33.46
2024-02-09,USA-Gopalpur,Panamax,1M,30.31
2024-02-09,USA-Gopalpur,Panamax,3M,31.09
2024-02-09,USA-Gopalpur,Panamax,6M,31.41
2024-02-09,USA-Gopalpur,Panamax,1Y,32.07
2024-02-09,USA-Gopalpur,Capesize,1M,38.05
2024-02-09,USA-Gopalpur,Capesize,3M,37.25
2024-02-09,USA-Gopalpur,Capesize,6M,38.26
2024-02-09,USA-Gopalpur,Capesize,1Y,38.23
2024-02-09,USA-Haldia,Panamax,1M,35.52
2024-02-09,USA-Haldia,Panamax,3M,35.6
2024-02-09,USA-Haldia,Panamax,6M,35.51
2024-02-09,USA-Haldia,Panamax,1Y,36.58
2024-02-09,USA-Haldia,Capesize,1M,28.77
2024-02-09,USA-Haldia,Capesize,3M,29.48
2024-02-09,USA-Haldia,Capesize,6M,29.71
2024-02-09,USA-Haldia,Capesize,1Y,29.22
2024-03-10,Australia-Paradip,Panamax,1M,15.82
2024-03-10,Australia-Paradip,Panamax,3M,16.08
2024-03-10,Australia-Paradip,Panamax,6M,15.67
2024-03-10,Australia-Paradip,Panamax,1Y,16.29
2024-03-10,Australia-Paradip,Capesize,1M,18.16
2024-03-10,Australia-Paradip,Capesize,3M,18.16
2024-03-10,Australia-Paradip,Capesize,6M,18.33
2024-03-10,Australia-Paradip,Capesize,1Y,18.91
2024-03-10,Australia-Vizag,Panamax,1M,16.55
2024-03-10,Australia-Vizag,Panamax,3M,16.71
2024-03-10,Australia-Vizag,Panamax,6M,16.52
2024-03-10,Australia-Vizag,Panamax,1Y,17.13
2024-03-10,Australia-Vizag,Capesize,1M,16.5
2024-03-10,Australia-Vizag,Capesize,3M,16.38
2024-03-10,Australia-Vizag,Capesize,6M,16.5
2024-03-10,Australia-Vizag,Capesize,1Y,16.98
2024-03-10,Australia-Dhamra,Panamax,1M,14.46
2024-03-10,Australia-Dhamra,Panamax,3M,14.61
2024-03-10,Australia-Dhamra,Panamax,6M,14.67
2024-03-10,Australia-Dhamra,Panamax,1Y,14.93
2024-03-10,Australia-Dhamra,Capesize,1M,17.48
2024-03-10,Australia-Dhamra,Capesize,3M,18.26
2024-03-10,Australia-Dhamra,Capesize,6M,18.48
2024-03-10,Australia-Dhamra,Capesize,1Y,18.57
2024-03-10,Australia-Gangavaram,Panamax,1M,16.8
2024-03-10,Australia-Gangavaram,Panamax,3M,17.41
2024-03-10,Australia-Gangavaram,Panamax,6M,17.6
2024-03-10,Australia-Gangavaram,Panamax,1Y,17.74
2024-03-10,Australia-Gangavaram,Capesize,1M,15.34
2024-03-10,Australia-Gangavaram,Capesize,3M,16.15
2024-03-10,Australia-Gangavaram,Capesize,6M,15.96
2024-03-10,Australia-Gangavaram,Capesize,1Y,16.01
2024-03-10,Australia-Gopalpur,Panamax,1M,18.78
2024-03-10,Australia-Gopalpur,Panamax,3M,18.86
2024-03-10,Australia-Gopalpur,Panamax,6M,19.27
2024-03-10,Australia-Gopalpur,Panamax,1Y,18.94
2024-03-10,Australia-Gopalpur,Capesize,1M,14.92
2024-03-10,Australia-Gopalpur,Capesize,3M,14.94
2024-03-10,Australia-Gopalpur,Capesize,6M,14.95
2024-03-10,Australia-Gopalpur,Capesize,1Y,15.32
2024-03-10,Australia-Haldia,Panamax,1M,18.61
2024-03-10,Australia-Haldia,Panamax,3M,18.3
2024-03-10,Australia-Haldia,Panamax,6M,18.44
2024-03-10,Australia-Haldia,Panamax,1Y,19.54
2024-03-10,Australia-Haldia,Capesize,1M,16.27
2024-03-10,Australia-Haldia,Capesize,3M,16.41
2024-03-10,Australia-Haldia,Capesize,6M,16.52
2024-03-10,Australia-Haldia,Capesize,1Y,16.35
2024-03-10,Indonesia-Paradip,Panamax,1M,12.76
2024-03-10,Indonesia-Paradip,Panamax,3M,12.64
2024-03-10,Indonesia-Paradip,Panamax,6M,12.91
2024-03-10,Indonesia-Paradip,Panamax,1Y,12.94
2024-03-10,Indonesia-Paradip,Capesize,1M,10.27
2024-03-10,Indonesia-Paradip,Capesize,3M,10.59
2024-03-10,Indonesia-Paradip,Capesize,6M,10.63
2024-03-10,Indonesia-Paradip,Capesize,1Y,10.9
2024-03-10,Indonesia-Vizag,Panamax,1M,10.49
2024-03-10,Indonesia-Vizag,Panamax,3M,10.54
2024-03-10,Indonesia-Vizag,Panamax,6M,10.86
2024-03-10,Indonesia-Vizag,Panamax,1Y,10.7
2024-03-10,Indonesia-Vizag,Capesize,1M,10.53
2024-03-10,Indonesia-Vizag,Capesize,3M,10.87
2024-03-10,Indonesia-Vizag,Capesize,6M,10.89
2024-03-10,Indonesia-Vizag,Capesize,1Y,11.38
2024-03-10,Indonesia-Dhamra,Panamax,1M,10.27
2024-03-10,Indonesia-Dhamra,Panamax,3M,10.22
2024-03-10,Indonesia-Dhamra,Panamax,6M,10.46
2024-03-10,Indonesia-Dhamra,Panamax,1Y,10.53
2024-03-10,Indonesia-Dhamra,Capesize,1M,10.65
2024-03-10,Indonesia-Dhamra,Capesize,3M,10.63
2024-03-10,Indonesia-Dhamra,Capesize,6M,10.93
2024-03-10,Indonesia-Dhamra,Capesize,1Y,11.16
2024-03-10,Indonesia-Gangavaram,Panamax,1M,8.34
2024-03-10,Indonesia-Gangavaram,Panamax,3M,8.21
2024-03-10,Indonesia-Gangavaram,Panamax,6M,8.6
2024-03-10,Indonesia-Gangavaram,Panamax,1Y,8.76
2024-03-10,Indonesia-Gangavaram,Capesize,1M,9.92
2024-03-10,Indonesia-Gangavaram,Capesize,3M,9.86
2024-03-10,Indonesia-Gangavaram,Capesize,6M,10.09
2024-03-10,Indonesia-Gangavaram,Capesize,1Y,10.34
2024-03-10,Indonesia-Gopalpur,Panamax,1M,10.23
2024-03-10,Indonesia-Gopalpur,Panamax,3M,10.13
2024-03-10,Indonesia-Gopalpur,Panamax,6M,10.41
2024-03-10,Indonesia-Gopalpur,Panamax,1Y,10.33
2024-03-10,Indonesia-Gopalpur,Capesize,1M,11.69
2024-03-10,Indonesia-Gopalpur,Capesize,3M,12.04
2024-03-10,Indonesia-Gopalpur,Capesize,6M,11.97
2024-03-10,Indonesia-Gopalpur,Capesize,1Y,12.17
2024-03-10,Indonesia-Haldia,Panamax,1M,9.91
2024-03-10,Indonesia-Haldia,Panamax,3M,10.16
2024-03-10,Indonesia-Haldia,Panamax,6M,9.93
2024-03-10,Indonesia-Haldia,Panamax,1Y,10.28
2024-03-10,Indonesia-Haldia,Capesize,1M,8.97
2024-03-10,Indonesia-Haldia,Capesize,3M,9.15
2024-03-10,Indonesia-Haldia,Capesize,6M,9.24
2024-03-10,Indonesia-Haldia,Capesize,1Y,9.33
2024-03-10,Russia-Paradip,Panamax,1M,23.32
2024-03-10,Russia-Paradip,Panamax,3M,22.97
2024-03-10,Russia-Paradip,Panamax,6M,23.77
2024-03-10,Russia-Paradip,Panamax,1Y,24.01
2024-03-10,Russia-Paradip,Capesize,1M,23.92
2024-03-10,Russia-Paradip,Capesize,3M,24.26
2024-03-10,Russia-Paradip,Capesize,6M,24.33
2024-03-10,Russia-Paradip,Capesize,1Y,24.64
2024-03-10,Russia-Vizag,Panamax,1M,20.03
2024-03-10,Russia-Vizag,Panamax,3M,20.01
2024-03-10,Russia-Vizag,Panamax,6M,20.86
2024-03-10,Russia-Vizag,Panamax,1Y,20.73
2024-03-10,Russia-Vizag,Capesize,1M,23.68
2024-03-10,Russia-Vizag,Capesize,3M,23.66
2024-03-10,Russia-Vizag,Capesize,6M,23.6
2024-03-10,Russia-Vizag,Capesize,1Y,24.24
2024-03-10,Russia-Dhamra,Panamax,1M,22.92
2024-03-10,Russia-Dhamra,Panamax,3M,22.95
2024-03-10,Russia-Dhamra,Panamax,6M,23.65
2024-03-10,Russia-Dhamra,Panamax,1Y,23.75
2024-03-10,Russia-Dhamra,Capesize,1M,22.15
2024-03-10,Russia-Dhamra,Capesize,3M,21.8
2024-03-10,Russia-Dhamra,Capesize,6M,22.5
2024-03-10,Russia-Dhamra,Capesize,1Y,23.39
2024-03-10,Russia-Gangavaram,Panamax,1M,27.42
2024-03-10,Russia-Gangavaram,Panamax,3M,27.84
2024-03-10,Russia-Gangavaram,Panamax,6M,28.46
2024-03-10,Russia-Gangavaram,Panamax,1Y,27.77
2024-03-10,Russia-Gangavaram,Capesize,1M,18.94
2024-03-10,Russia-Gangavaram,Capesize,3M,18.92
2024-03-10,Russia-Gangavaram,Capesize,6M,19.1
2024-03-10,Russia-Gangavaram,Capesize,1Y,19.2
2024-03-10,Russia-Gopalpur,Panamax,1M,21.42
2024-03-10,Russia-Gopalpur,Panamax,3M,21.69
2024-03-10,Russia-Gopalpur,Panamax,6M,21.79
2024-03-10,Russia-Gopalpur,Panamax,1Y,21.93
2024-03-10,Russia-Gopalpur,Capesize,1M,22.81
2024-03-10,Russia-Gopalpur,Capesize,3M,23.33
2024-03-10,Russia-Gopalpur,Capesize,6M,23.46
2024-03-10,Russia-Gopalpur,Capesize,1Y,23.72
2024-03-10,Russia-Haldia,Panamax,1M,22.72
2024-03-10,Russia-Haldia,Panamax,3M,23.41
2024-03-10,Russia-Haldia,Panamax,6M,23.71
2024-03-10,Russia-Haldia,Panamax,1Y,24.3
2024-03-10,Russia-Haldia,Capesize,1M,19.38
2024-03-10,Russia-Haldia,Capesize,3M,19.44
2024-03-10,Russia-Haldia,Capesize,6M,19.73
2024-03-10,Russia-Haldia,Capesize,1Y,20.48
2024-03-10,Mozambique-Paradip,Panamax,1M,21.38
2024-03-10,Mozambique-Paradip,Panamax,3M,21.72
2024-03-10,Mozambique-Paradip,Panamax,6M,21.8
2024-03-10,Mozambique-Paradip,Panamax,1Y,22.14
2024-03-10,Mozambique-Paradip,Capesize,1M,19.83
2024-03-10,Mozambique-Paradip,Capesize,3M,19.8
2024-03-10,Mozambique-Paradip,Capesize,6M,20.25
2024-03-10,Mozambique-Paradip,Capesize,1Y,20.64
2024-03-10,Mozambique-Vizag,Panamax,1M,19.18
2024-03-10,Mozambique-Vizag,Panamax,3M,19.78
2024-03-10,Mozambique-Vizag,Panamax,6M,20.25
2024-03-10,Mozambique-Vizag,Panamax,1Y,20.64
2024-03-10,Mozambique-Vizag,Capesize,1M,22.54
2024-03-10,Mozambique-Vizag,Capesize,3M,22.17
2024-03-10,Mozambique-Vizag,Capesize,6M,23.56
2024-03-10,Mozambique-Vizag,Capesize,1Y,23.58
2024-03-10,Mozambique-Dhamra,Panamax,1M,19.59
2024-03-10,Mozambique-Dhamra,Panamax,3M,19.64
2024-03-10,Mozambique-Dhamra,Panamax,6M,19.89
2024-03-10,Mozambique-Dhamra,Panamax,1Y,20.16
2024-03-10,Mozambique-Dhamra,Capesize,1M,23.61
2024-03-10,Mozambique-Dhamra,Capesize,3M,23.03
2024-03-10,Mozambique-Dhamra,Capesize,6M,23.17
2024-03-10,Mozambique-Dhamra,Capesize,1Y,23.74
2024-03-10,Mozambique-Gangavaram,Panamax,1M,20.55
2024-03-10,Mozambique-Gangavaram,Panamax,3M,21.8
2024-03-10,Mozambique-Gangavaram,Panamax,6M,20.97
2024-03-10,Mozambique-Gangavaram,Panamax,1Y,21.79
2024-03-10,Mozambique-Gangavaram,Capesize,1M,21.88
2024-03-10,Mozambique-Gangavaram,Capesize,3M,21.89
2024-03-10,Mozambique-Gangavaram,Capesize,6M,22.59
2024-03-10,Mozambique-Gangavaram,Capesize,1Y,22.45
2024-03-10,Mozambique-Gopalpur,Panamax,1M,20.97
2024-03-10,Mozambique-Gopalpur,Panamax,3M,21.32
2024-03-10,Mozambique-Gopalpur,Panamax,6M,20.73
2024-03-10,Mozambique-Gopalpur,Panamax,1Y,22.16
2024-03-10,Mozambique-Gopalpur,Capesize,1M,21.53
2024-03-10,Mozambique-Gopalpur,Capesize,3M,21.87
2024-03-10,Mozambique-Gopalpur,Capesize,6M,21.61
2024-03-10,Mozambique-Gopalpur,Capesize,1Y,22.03
2024-03-10,Mozambique-Haldia,Panamax,1M,19.67
2024-03-10,Mozambique-Haldia,Panamax,3M,20.49
2024-03-10,Mozambique-Haldia,Panamax,6M,20.78
2024-03-10,Mozambique-Haldia,Panamax,1Y,21.01
2024-03-10,Mozambique-Haldia,Capesize,1M,22.02
2024-03-10,Mozambique-Haldia,Capesize,3M,22.34
2024-03-10,Mozambique-Haldia,Capesize,6M,22.3
2024-03-10,Mozambique-Haldia,Capesize,1Y,23.14
2024-03-10,USA-Paradip,Panamax,1M,31.74
2024-03-10,USA-Paradip,Panamax,3M,33.77
2024-03-10,USA-Paradip,Panamax,6M,33.36
2024-03-10,USA-Paradip,Panamax,1Y,34.22
2024-03-10,USA-Paradip,Capesize,1M,34.77
2024-03-10,USA-Paradip,Capesize,3M,35.15
2024-03-10,USA-Paradip,Capesize,6M,35.88
2024-03-10,USA-Paradip,Capesize,1Y,37.45
2024-03-10,USA-Vizag,Panamax,1M,28.94
2024-03-10,USA-Vizag,Panamax,3M,28.43
2024-03-10,USA-Vizag,Panamax,6M,29.73
2024-03-10,USA-Vizag,Panamax,1Y,30.42
2024-03-10,USA-Vizag,Capesize,1M,29.89
2024-03-10,USA-Vizag,Capesize,3M,30.12
2024-03-10,USA-Vizag,Capesize,6M,30.58
2024-03-10,USA-Vizag,Capesize,1Y,31.01
2024-03-10,USA-Dhamra,Panamax,1M,32.94
2024-03-10,USA-Dhamra,Panamax,3M,34.28
2024-03-10,USA-Dhamra,Panamax,6M,34.17
2024-03-10,USA-Dhamra,Panamax,1Y,34.91
2024-03-10,USA-Dhamra,Capesize,1M,36.96
2024-03-10,USA-Dhamra,Capesize,3M,37.82
2024-03-10,USA-Dhamra,Capesize,6M,36.72
2024-03-10,USA-Dhamra,Capesize,1Y,38.37
2024-03-10,USA-Gangavaram,Panamax,1M,31.42
2024-03-10,USA-Gangavaram,Panamax,3M,31.65
2024-03-10,USA-Gangavaram,Panamax,6M,31.89
2024-03-10,USA-Gangavaram,Panamax,1Y,32.75
2024-03-10,USA-Gangavaram,Capesize,1M,31.84
2024-03-10,USA-Gangavaram,Capesize,3M,31.27
2024-03-10,USA-Gangavaram,Capesize,6M,31.45
2024-03-10,USA-Gangavaram,Capesize,1Y,33.36
2024-03-10,USA-Gopalpur,Panamax,1M,32.66
2024-03-10,USA-Gopalpur,Panamax,3M,32.15
2024-03-10,USA-Gopalpur,Panamax,6M,33.71
2024-03-10,USA-Gopalpur,Panamax,1Y,34.22
2024-03-10,USA-Gopalpur,Capesize,1M,34.75
2024-03-10,USA-Gopalpur,Capesize,3M,34.95
2024-03-10,USA-Gopalpur,Capesize,6M,35.7
2024-03-10,USA-Gopalpur,Capesize,1Y,36.1
2024-03-10,USA-Haldia,Panamax,1M,34.44
2024-03-10,USA-Haldia,Panamax,3M,34.92
2024-03-10,USA-Haldia,Panamax,6M,35.48
2024-03-10,USA-Haldia,Panamax,1Y,36.24
2024-03-10,USA-Haldia,Capesize,1M,32.29
2024-03-10,USA-Haldia,Capesize,3M,32.54
2024-03-10,USA-Haldia,Capesize,6M,32.62
2024-03-10,USA-Haldia,Capesize,1Y,34.1
2024-04-09,Australia-Paradip,Panamax,1M,18.12
2024-04-09,Australia-Paradip,Panamax,3M,18.27
2024-04-09,Australia-Paradip,Panamax,6M,18.15
2024-04-09,Australia-Paradip,Panamax,1Y,19.11
2024-04-09,Australia-Paradip,Capesize,1M,16.48
2024-04-09,Australia-Paradip,Capesize,3M,16.64
2024-04-09,Australia-Paradip,Capesize,6M,16.32
2024-04-09,Australia-Paradip,Capesize,1Y,16.96
2024-04-09,Australia-Vizag,Panamax,1M,16.14
2024-04-09,Australia-Vizag,Panamax,3M,16.27
2024-04-09,Australia-Vizag,Panamax,6M,16.57
2024-04-09,Australia-Vizag,Panamax,1Y,16.53
2024-04-09,Australia-Vizag,Capesize,1M,17.27
2024-04-09,Australia-Vizag,Capesize,3M,17.97
2024-04-09,Australia-Vizag,Capesize,6M,17.95
2024-04-09,Australia-Vizag,Capesize,1Y,18.73
2024-04-09,Australia-Dhamra,Panamax,1M,14.94
2024-04-09,Australia-Dhamra,Panamax,3M,14.41
2024-04-09,Australia-Dhamra,Panamax,6M,14.99
2024-04-09,Australia-Dhamra,Panamax,1Y,15.12
2024-04-09,Australia-Dhamra,Capesize,1M,17.5
2024-04-09,Australia-Dhamra,Capesize,3M,17.36
2024-04-09,Australia-Dhamra,Capesize,6M,17.86
2024-04-09,Australia-Dhamra,Capesize,1Y,18.06
2024-04-09,Australia-Gangavaram,Panamax,1M,16.23
2024-04-09,Australia-Gangavaram,Panamax,3M,16.16
2024-04-09,Australia-Gangavaram,Panamax,6M,16.65
2024-04-09,Australia-Gangavaram,Panamax,1Y,17.33
2024-04-09,Australia-Gangavaram,Capesize,1M,16.01
2024-04-09,Australia-Gangavaram,Capesize,3M,16.86
2024-04-09,Australia-Gangavaram,Capesize,6M,16.91
2024-04-09,Australia-Gangavaram,Capesize,1Y,17.15
2024-04-09,Australia-Gopalpur,Panamax,1M,16.44
2024-04-09,Australia-Gopalpur,Panamax,3M,16.11
2024-04-09,Australia-Gopalpur,Panamax,6M,16.71
2024-04-09,Australia-Gopalpur,Panamax,1Y,17.67
2024-04-09,Australia-Gopalpur,Capesize,1M,18.63
2024-04-09,Australia-Gopalpur,Capesize,3M,18.61
2024-04-09,Australia-Gopalpur,Capesize,6M,18.75
2024-04-09,Australia-Gopalpur,Capesize,1Y,18.82
2024-04-09,Australia-Haldia,Panamax,1M,16.61
2024-04-09,Australia-Haldia,Panamax,3M,16.31
2024-04-09,Australia-Haldia,Panamax,6M,16.15
2024-04-09,Australia-Haldia,Panamax,1Y,17.33
2024-04-09,Australia-Haldia,Capesize,1M,15.48
2024-04-09,Australia-Haldia,Capesize,3M,15.79
2024-04-09,Australia-Haldia,Capesize,6M,15.77
2024-04-09,Australia-Haldia,Capesize,1Y,16.3
2024-04-09,Indonesia-Paradip,Panamax,1M,11.12
2024-04-09,Indonesia-Paradip,Panamax,3M,11.17
2024-04-09,Indonesia-Paradip,Panamax,6M,11.44
2024-04-09,Indonesia-Paradip,Panamax,1Y,11.58
2024-04-09,Indonesia-Paradip,Capesize,1M,10.91
2024-04-09,Indonesia-Paradip,Capesize,3M,10.66
2024-04-09,Indonesia-Paradip,Capesize,6M,10.96
2024-04-09,Indonesia-Paradip,Capesize,1Y,11.26
2024-04-09,Indonesia-Vizag,Panamax,1M,11.87
2024-04-09,Indonesia-Vizag,Panamax,3M,12.58
2024-04-09,Indonesia-Vizag,Panamax,6M,12.44
2024-04-09,Indonesia-Vizag,Panamax,1Y,13.03
2024-04-09,Indonesia-Vizag,Capesize,1M,11.56
2024-04-09,Indonesia-Vizag,Capesize,3M,11.86
2024-04-09,Indonesia-Vizag,Capesize,6M,11.48
2024-04-09,Indonesia-Vizag,Capesize,1Y,11.96
2024-04-09,Indonesia-Dhamra,Panamax,1M,12.82
2024-04-09,Indonesia-Dhamra,Panamax,3M,12.59
2024-04-09,Indonesia-Dhamra,Panamax,6M,12.96
2024-04-09,Indonesia-Dhamra,Panamax,1Y,13.21
2024-04-09,Indonesia-Dhamra,Capesize,1M,10.44
2024-04-09,Indonesia-Dhamra,Capesize,3M,10.43
2024-04-09,Indonesia-Dhamra,Capesize,6M,10.64
2024-04-09,Indonesia-Dhamra,Capesize,1Y,10.77
2024-04-09,Indonesia-Gangavaram,Panamax,1M,9.97
2024-04-09,Indonesia-Gangavaram,Panamax,3M,10.36
2024-04-09,Indonesia-Gangavaram,Panamax,6M,10.35
2024-04-09,Indonesia-Gangavaram,Panamax,1Y,10.62
2024-04-09,Indonesia-Gangavaram,Capesize,1M,8.49
2024-04-09,Indonesia-Gangavaram,Capesize,3M,8.71
2024-04-09,Indonesia-Gangavaram,Capesize,6M,8.67
2024-04-09,Indonesia-Gangavaram,Capesize,1Y,9.13
2024-04-09,Indonesia-Gopalpur,Panamax,1M,9.98
2024-04-09,Indonesia-Gopalpur,Panamax,3M,10.28
2024-04-09,Indonesia-Gopalpur,Panamax,6M,10.22
2024-04-09,Indonesia-Gopalpur,Panamax,1Y,10.66
2024-04-09,Indonesia-Gopalpur,Capesize,1M,10.42
2024-04-09,Indonesia-Gopalpur,Capesize,3M,10.51
2024-04-09,Indonesia-Gopalpur,Capesize,6M,10.67
2024-04-09,Indonesia-Gopalpur,Capesize,1Y,10.77
2024-04-09,Indonesia-Haldia,Panamax,1M,10.21
2024-04-09,Indonesia-Haldia,Panamax,3M,10.47
